,book_id,goodreads_book_id,best_book_id,work_id,books_count,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,language_code,genres
97,98,5060378,5060378,6976108,209,"Stieg Larsson, Reg Keeland",2006,"The Girl Who Played with Fire (Millennium, #2)",4.22,563994,649253,31423,4623,15781,91021,258236,279592,https://images.gr-assets.com/books/1351778881m/5060378.jpg,eng,"['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'contemporary']"
98,99,11857408,11857408,16813814,147,E.L. James,2011,"Fifty Shades Darker (Fifty Shades, #2)",3.87,552059,623340,28052,37245,58935,114203,150906,262051,https://images.gr-assets.com/books/1358266080m/11857408.jpg,eng,"['romance', 'fiction', 'contemporary', 'chick-lit']"
99,100,7244,7244,810663,39,Barbara Kingsolver,1998,The Poisonwood Bible,4.02,546502,562787,19941,21699,33702,92590,175725,239071,https://images.gr-assets.com/books/1412242487m/7244.jpg,eng,"['fiction', 'historical-fiction', 'classics', 'religion']"
100,101,4137,4137,1030767,59,David Sedaris,2000,Me Talk Pretty One Day,3.97,495736,514276,14982,19718,29034,93427,178021,194076,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1431013639m/4137.jpg,eng,"['nonfiction', 'memoir', 'biography']"
101,102,19543,19543,3020535,110,Maurice Sendak,1963,Where the Wild Things Are,4.22,620618,636061,9102,15392,27532,93700,167043,332394,https://images.gr-assets.com/books/1384434560m/19543.jpg,eng,"['fiction', 'classics', 'fantasy', 'young-adult']"
102,103,7126,7126,391568,1310,"Alexandre Dumas, Robin Buss",1844,The Count of Monte Cristo,4.21,555822,601220,15925,10381,22482,89980,183142,295235,https://images.gr-assets.com/books/1309203605m/7126.jpg,eng,"['classics', 'fiction', 'historical-fiction', 'romance']"
103,104,6288,6288,3355573,181,Cormac McCarthy,2006,The Road,3.95,504793,555787,38980,20086,36561,100989,190823,207328,https://images.gr-assets.com/books/1439197219m/6288.jpg,eng,"['fiction', 'science-fiction', 'classics', 'horror', 'contemporary']"
104,105,18710190,18710190,15524549,153,Veronica Roth,2013,"Allegiant (Divergent, #3)",3.63,463257,663226,62536,31626,78366,176061,192785,184388,https://images.gr-assets.com/books/1395582745m/18710190.jpg,eng,"['young-adult', 'fiction', 'science-fiction', 'fantasy', 'romance']"
105,106,9418327,9418327,14302659,48,Tina Fey,2011,Bossypants,3.94,506250,609260,35142,14842,31761,129390,230080,203187,https://images.gr-assets.com/books/1481509554m/9418327.jpg,eng,"['nonfiction', 'memoir', 'biography']"
106,107,3473,3473,3143497,131,Nicholas Sparks,1999,A Walk to Remember,4.15,546948,559581,11071,10640,24094,94327,169650,260870,https://images.gr-assets.com/books/1385738968m/3473.jpg,eng,"['romance', 'fiction', 'chick-lit', 'contemporary', 'young-adult', 'books', 'classics', 'historical-fiction', 'christian']"
107,108,9416,9416,3237433,144,Sophie Kinsella,2000,"Confessions of a Shopaholic (Shopaholic, #1)",3.61,543658,558004,11170,30705,56949,156636,166927,146787,https://images.gr-assets.com/books/1327872404m/9416.jpg,eng,"['chick-lit', 'fiction', 'romance', 'contemporary', 'young-adult']"
108,109,24280,24280,3208463,1319,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862,Les Misérables,4.14,513407,560132,12505,15225,25914,87461,167385,264147,https://images.gr-assets.com/books/1411852091m/24280.jpg,eng,"['classics', 'fiction', 'historical-fiction', 'romance']"
109,110,10572,10572,3272005,202,George R.R. Martin,1998,"A Clash of Kings  (A Song of Ice and Fire, #2)",4.4,523303,606765,20325,1788,7104,56167,221706,320000,https://images.gr-assets.com/books/1358254974m/10572.jpg,eng,"['fantasy', 'fiction']"
110,111,10441,10441,2868431,98,Kim Edwards,2005,The Memory Keeper's Daughter,3.64,501430,510582,18027,19453,47004,145437,183150,115538,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631287935m/10441.jpg,eng,"['fiction', 'contemporary', 'historical-fiction', 'chick-lit']"
111,112,15507958,15507958,17763198,168,Jojo Moyes,2012,"Me Before You (Me Before You, #1)",4.27,587647,741133,71412,10346,21880,91517,249474,367916,https://images.gr-assets.com/books/1357108762m/15507958.jpg,eng,"['romance', 'fiction', 'contemporary', 'chick-lit', 'young-adult', 'books']"
112,113,168668,168668,814330,251,Joseph Heller,1961,Catch-22,3.98,563265,582515,13734,20639,37912,106269,186745,230950,https://images.gr-assets.com/books/1463157317m/168668.jpg,eng,"['classics', 'fiction', 'historical-fiction']"
113,114,6900,6900,1995335,172,"Mitch Albom, Saulius Dagys",1997,Tuesdays with Morrie,4.06,556518,584397,19272,11507,30534,107446,194448,240462,https://images.gr-assets.com/books/1423763749m/6900.jpg,eng,"['nonfiction', 'memoir', 'biography', 'classics', 'philosophy', 'self-help', 'contemporary']"
114,115,2187,2187,1352495,125,Jeffrey Eugenides,2002,Middlesex,3.98,488243,507998,20880,19329,30503,89740,171099,197327,https://images.gr-assets.com/books/1437029776m/2187.jpg,eng,"['fiction', 'historical-fiction', 'contemporary', 'classics']"
115,116,24583,24583,41326609,2448,"Mark Twain, Guy Cardwell, John Seelye",1876,The Adventures of Tom Sawyer,3.89,555359,594226,7165,12130,34349,143659,217896,186192,https://images.gr-assets.com/books/1404811979m/24583.jpg,eng,"['classics', 'fiction', 'young-adult', 'historical-fiction']"
116,117,18131,18131,948387,165,Madeleine L'Engle,1962,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",4.04,615907,650094,19413,17313,34988,119115,209745,268933,https://images.gr-assets.com/books/1329061522m/18131.jpg,eng,"['fantasy', 'fiction', 'classics', 'young-adult', 'science-fiction']"
117,118,7763,7763,1955658,126,Amy Tan,1989,The Joy Luck Club,3.9,515090,525243,6708,14802,30197,116748,195930,167566,https://images.gr-assets.com/books/1304978653m/7763.jpg,eng,"['fiction', 'historical-fiction', 'classics', 'contemporary']"
118,119,38447,38447,1119185,236,Margaret Atwood,1985,The Handmaid's Tale,4.06,607889,683564,35925,13998,32561,116975,252942,267088,https://images.gr-assets.com/books/1498057733m/38447.jpg,eng,"['fiction', 'classics', 'science-fiction', 'fantasy']"
119,120,452306,452306,1058370,93,Ann Brashares,2001,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",3.75,525706,536604,6477,14996,42396,152024,177404,149784,https://images.gr-assets.com/books/1461611233m/452306.jpg,eng,"['young-adult', 'fiction', 'chick-lit', 'contemporary', 'romance']"
120,121,7604,7604,1268631,370,"Vladimir Nabokov, Craig Raine",1955,Lolita,3.88,469836,517990,18107,21091,37205,108664,165477,185553,https://images.gr-assets.com/books/1377756377m/7604.jpg,eng,"['classics', 'fiction', 'romance']"
121,122,37442,37442,1479280,80,"Gregory Maguire, Douglas Smith",1995,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",3.52,506900,525498,22926,40802,65835,132061,153583,133217,https://images.gr-assets.com/books/1437733293m/37442.jpg,eng,"['fantasy', 'fiction', 'classics']"
122,123,5358,5358,38270,11,John Grisham,1991,"The Firm (Penguin Readers, Level 5)",3.99,488269,488355,3139,5075,20119,111543,190966,160652,https://images.gr-assets.com/books/1418465200m/5358.jpg,eng,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
123,124,7937843,7937843,9585076,151,Emma Donoghue,2010,Room,4.03,511360,556327,42254,11020,26079,99831,217995,201402,https://images.gr-assets.com/books/1344265419m/7937843.jpg,eng,"['fiction', 'contemporary', 'thriller', 'crime', 'mystery', 'suspense', 'psychology', 'horror', 'young-adult']"
124,125,1420,1420,1885548,1929,"William Shakespeare, Richard Andrews, Rex Gibson",1600,Hamlet,4,515820,576894,8889,10413,32697,121040,192937,219807,https://images.gr-assets.com/books/1351051208m/1420.jpg,eng,"['classics', 'fiction', 'poetry']"
125,126,234225,234225,3634639,241,Frank Herbert,1965,Dune (Dune Chronicles #1),4.19,485032,525976,13239,13354,22778,74206,154771,260867,https://images.gr-assets.com/books/1434908555m/234225.jpg,eng,"['fiction', 'fantasy', 'classics', 'books', 'young-adult', 'science', 'religion']"
126,127,2612,2612,2124255,100,Malcolm Gladwell,2000,The Tipping Point: How Little Things Can Make a Big Difference,3.92,490504,499066,10895,15111,25871,106453,189120,162511,https://images.gr-assets.com/books/1473396980m/2612.jpg,eng,"['nonfiction', 'business', 'psychology', 'science', 'self-help', 'philosophy']"
127,128,11084145,11084145,16005831,190,Walter Isaacson,2011,Steve Jobs,4.09,560715,579256,15198,19680,21986,88456,203975,245159,https://images.gr-assets.com/books/1327861368m/11084145.jpg,eng,"['biography', 'nonfiction', 'business', 'history', 'memoir']"
128,129,332613,332613,2100252,275,Ken Kesey,1962,One Flew Over the Cuckoo's Nest,4.18,491642,514458,7855,5672,15978,78714,191622,222472,https://images.gr-assets.com/books/1485308778m/332613.jpg,eng,"['classics', 'fiction', 'psychology', 'contemporary']"
129,130,2165,2165,69741,666,Ernest Hemingway,1952,The Old Man and the Sea,3.73,520630,574328,16716,28645,52583,136217,186747,170136,https://images.gr-assets.com/books/1329189714m/2165.jpg,eng,"['classics', 'fiction']"
130,131,4395,18114322,2931549,381,John Steinbeck,1939,The Grapes of Wrath,3.92,322321,553352,12991,23552,40261,103475,173589,212475,https://images.gr-assets.com/books/1352912927m/4395.jpg,eng,"['classics', 'fiction', 'historical-fiction']"
131,132,3431,3431,2561472,123,Mitch Albom,2003,The Five People You Meet in Heaven,3.9,449501,474699,16682,12360,33669,107800,155830,165040,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200541m/3431.jpg,eng,"['fiction', 'contemporary', 'fantasy', 'spirituality', 'classics', 'philosophy']"
132,133,8127,8127,3464264,1314,L.M. Montgomery,1908,"Anne of Green Gables (Anne of Green Gables, #1)",4.23,502247,533352,14041,8864,19531,80256,158725,265976,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615094578m/8127.jpg,eng,"['classics', 'fiction', 'young-adult', 'historical-fiction']"
133,134,3777732,3777732,3443248,122,Cassandra Clare,2009,"City of Glass (The Mortal Instruments, #3)",4.34,593173,630560,22736,6646,17351,79202,179290,348071,https://images.gr-assets.com/books/1369452339m/3777732.jpg,eng,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
134,135,62291,62291,1164465,175,George R.R. Martin,2000,"A Storm of Swords (A Song of Ice and Fire, #3)",4.54,469022,527644,19497,1456,4820,36418,149268,335682,https://images.gr-assets.com/books/1497931121m/62291.jpg,eng,"['fantasy', 'fiction']"
135,136,137791,137791,1010054,75,Rebecca Wells,1996,Divine Secrets of the Ya-Ya Sisterhood,3.79,465676,470508,3867,15795,35314,120396,158451,140552,https://images.gr-assets.com/books/1408313524m/137791.jpg,eng,"['fiction', 'chick-lit', 'contemporary', 'historical-fiction']"
136,137,10964,10964,2489796,189,Diana Gabaldon,1991,"Outlander (Outlander, #1)",4.2,515547,578842,36707,20998,27673,73126,147085,309960,https://images.gr-assets.com/books/1402600310m/10964.jpg,eng,"['historical-fiction', 'romance', 'fantasy', 'fiction']"
137,138,12296,12296,4925227,1579,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850,The Scarlet Letter,3.37,509883,559246,11428,34813,80444,182701,165079,96209,https://images.gr-assets.com/books/1404810944m/12296.jpg,eng,"['classics', 'fiction', 'historical-fiction']"
138,139,9460487,9460487,14345371,155,Ransom Riggs,2011,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",3.89,613674,672222,53569,14920,45434,159227,234792,217849,https://images.gr-assets.com/books/1472782916m/9460487.jpg,eng,"['fantasy', 'young-adult', 'fiction', 'paranormal', 'mystery', 'horror', 'historical-fiction']"
139,140,6892870,6892870,12883496,193,"Stieg Larsson, Reg Keeland",2007,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4.2,443951,526791,26766,3823,14773,78387,203297,226511,https://images.gr-assets.com/books/1327708260m/6892870.jpg,eng,"['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'contemporary']"
140,141,18007564,18007564,21825181,148,Andy Weir,2012,The Martian,4.39,423344,529702,61298,4114,10856,49200,173861,291671,https://images.gr-assets.com/books/1413706054m/18007564.jpg,eng,"['science-fiction', 'fiction', 'thriller']"
141,142,5043,5043,3359698,255,Ken Follett,1989,"The Pillars of the Earth (The Kingsbridge Series, #1)",4.29,462517,495893,26283,9248,16886,57825,148052,263882,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1576956100m/5043.jpg,eng,"['historical-fiction', 'fiction', 'fantasy', 'classics']"
142,143,18143977,18143977,25491300,139,Anthony Doerr,2014,All the Light We Cannot See,4.31,470001,547827,53413,6209,14527,61020,185239,280832,https://images.gr-assets.com/books/1451445646m/18143977.jpg,eng,"['historical-fiction', 'fiction']"
143,144,8664353,8664353,12946965,16,Laura Hillenbrand,2010,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.4,487775,528552,41572,10308,12874,47828,144203,313339,https://images.gr-assets.com/books/1327861115m/8664353.jpg,eng,"['nonfiction', 'history', 'biography', 'memoir']"
144,145,976,976,3135896,180,Dan Brown,2001,Deception Point,3.67,455610,479733,7798,14380,45006,143182,160819,116346,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551277487m/976.jpg,eng,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'science-fiction']"
145,146,17333223,17333223,24065147,108,Donna Tartt,2013,The Goldfinch,3.87,396756,463847,44631,19164,35300,93459,153459,162465,https://images.gr-assets.com/books/1451554970m/17333223.jpg,eng,"['fiction', 'contemporary', 'art', 'mystery']"
146,147,1217100,29844228,2588213,150,Jay Asher,2007,Thirteen Reasons Why,4.02,463783,571281,43467,15246,35668,105414,179197,235756,https://images.gr-assets.com/books/1333822506m/1217100.jpg,eng,"['young-adult', 'contemporary', 'fiction', 'mystery', 'romance', 'books', 'thriller']"
147,148,2865,2865,3358875,169,Tracy Chevalier,1999,Girl with a Pearl Earring,3.85,467577,492177,8011,11525,28287,123463,189656,139246,https://images.gr-assets.com/books/1327197580m/2865.jpg,eng,"['historical-fiction', 'fiction', 'classics', 'art', 'romance']"
148,149,4374400,4374400,4422413,130,Gayle Forman,2009,"If I Stay (If I Stay, #1)",3.96,503527,567087,34959,12666,34896,122977,190793,205755,https://images.gr-assets.com/books/1347462970m/4374400.jpg,eng,"['young-adult', 'romance', 'contemporary', 'fiction', 'music']"
149,150,4989,4989,1041558,80,Anita Diamant,1997,The Red Tent,4.16,424981,449217,17234,9470,19616,67878,146178,206075,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405739117m/4989.jpg,eng,"['historical-fiction', 'fiction', 'religion']"
150,151,28186,28186,43554,121,Rick Riordan,2006,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",4.23,514932,550512,20097,2967,13884,91127,188988,253546,https://images.gr-assets.com/books/1400602661m/28186.jpg,eng,"['fantasy', 'young-adult', 'fiction']"
151,152,5526,5526,3222389,111,Nicholas Sparks,2006,Dear John,4.01,441062,454781,10626,9683,25220,94711,145202,179965,https://images.gr-assets.com/books/1397749854m/5526.jpg,eng,"['romance', 'fiction', 'chick-lit', 'contemporary', 'young-adult']"
152,153,1582996,1582996,1575860,125,Cassandra Clare,2008,"City of Ashes (The Mortal Instruments, #2)",4.21,541117,586008,23643,6135,20075,92626,192934,274238,https://images.gr-assets.com/books/1432730356m/1582996.jpg,eng,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
153,154,8852,8852,1896522,1732,William Shakespeare,1606,Macbeth,3.88,496018,524826,7609,10551,35408,127354,183871,167642,https://images.gr-assets.com/books/1459795224m/8852.jpg,eng,"['classics', 'fiction', 'poetry']"
154,155,15241,15241,2963845,453,J.R.R. Tolkien,1954,"The Two Towers (The Lord of the Rings, #2)",4.42,480446,532209,6980,3013,10264,55433,156232,307267,https://images.gr-assets.com/books/1298415523m/15241.jpg,eng,"['fantasy', 'fiction', 'classics']"
155,156,42156,42156,1789440,65,Emily Giffin,2004,"Something Borrowed (Darcy & Rachel, #1)",3.83,403601,435189,11567,16019,29297,104322,148507,137044,https://images.gr-assets.com/books/1305063535m/42156.jpg,eng,"['chick-lit', 'romance', 'fiction', 'contemporary']"
156,157,23772,23772,86934,72,"Dr. Seuss, לאה נאור",1960,Green Eggs and Ham,4.29,457475,461041,7370,6605,14530,66873,121751,251282,https://images.gr-assets.com/books/1468680100m/23772.jpg,eng,"['classics', 'fiction', 'poetry', 'fantasy', 'young-adult']"
157,158,6310,6310,2765786,338,"Roald Dahl, Quentin Blake",1964,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",4.1,453959,494747,8473,6236,17193,94240,178216,198862,https://images.gr-assets.com/books/1309211401m/6310.jpg,eng,"['fantasy', 'fiction', 'classics', 'young-adult']"
158,159,2120932,2120932,2377629,92,Rick Riordan,2008,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",4.39,508214,537708,14098,2435,8093,62108,172289,292783,https://images.gr-assets.com/books/1443142158m/2120932.jpg,eng,"['fantasy', 'young-adult', 'fiction']"
159,160,2623,2623,2612809,1725,Charles Dickens,1860,Great Expectations,3.75,459247,507187,12311,22811,44293,120385,170702,148996,https://images.gr-assets.com/books/1327920219m/2623.jpg,eng,"['classics', 'fiction', 'historical-fiction']"
160,161,18512,18512,2964424,470,J.R.R. Tolkien,1955,"The Return of the King (The Lord of the Rings, #3)",4.51,463959,510537,6644,2691,8008,42693,132149,324996,https://images.gr-assets.com/books/1389977161m/18512.jpg,eng,"['fantasy', 'fiction', 'classics', 'young-adult', 'books', 'science-fiction']"
161,162,49552,49552,3324344,675,"Albert Camus, Matthew    Ward",1942,The Stranger,3.96,420600,483623,14836,10563,28920,100140,174957,169043,https://images.gr-assets.com/books/1349927872m/49552.jpg,eng,"['classics', 'fiction', 'philosophy']"
162,163,7736182,7736182,10107891,72,Rick Riordan,2010,"The Lost Hero (The Heroes of Olympus, #1)",4.35,271576,489495,17107,5020,11267,58590,148498,266120,https://images.gr-assets.com/books/1464201003m/7736182.jpg,eng,"['fantasy', 'young-adult', 'fiction']"
